"bac1" "dui08" "pred_male.fit" "pred_male.lwr" "pred_male.upr" "pred_white.fit" "pred_white.lwr" "pred_white.upr" "pred_acc.fit" "pred_acc.lwr" "pred_acc.upr"
"33" 0.64 1 0.844797469911385 0.731574836216091 0.95802010360668 0.904827484857602 0.805955795696907 1.0036991740183 0.523863736461029 0.439812936419567 0.607914536502491
"34" 0.66 1 0.846739508219066 0.729271794882853 0.964207221555279 0.906714928890168 0.80413622302247 1.00929363475787 0.539713122986427 0.452510988901463 0.626915257071391
"35" 0.68 1 0.848681546526747 0.726968575821011 0.970394517232482 0.908602372922734 0.802316495146491 1.01488825069898 0.555562509511825 0.465208909446565 0.645916109577085
"36" 0.7 1 0.850623584834427 0.724665197000873 0.976581972667982 0.9104898169553 0.800496627761546 1.02048300614905 0.571411896037224 0.477906711395127 0.664917080679321
"37" 0.72 1 0.852565623142108 0.722361674049625 0.982769572234591 0.912377260987866 0.798676634514079 1.02607788746165 0.587261282562622 0.490604406347988 0.683918158777256
"38" 0.74 1 0.854507661449789 0.720058020621098 0.98895730227848 0.914264705020431 0.796856527327299 1.03167288271356 0.60311066908802 0.503302004441065 0.702919333734975
"39" 0.76 1 0.85644969975747 0.71775424869765 0.995145150817289 0.916152149052997 0.795036316664804 1.03726798144119 0.618960055613418 0.515999514569461 0.721920596657375
"40" 0.78 1 0.85839173806515 0.715450368838302 1.001333107292 0.918039593085563 0.793216011747262 1.04286317442386 0.634809442138816 0.528696944571663 0.740921939705969
"41" 0.8 1 0.860333776372831 0.713146390383942 1.00752116236172 0.919927037118129 0.791395620731605 1.04845845350465 0.650658828664215 0.541394301381878 0.759923355946551
"42" 0.82 1 0.862275814680512 0.710842321628035 1.01370930773299 0.921814481150694 0.789575150860101 1.05405381144129 0.666508215189613 0.554091591156756 0.77892483922247
"43" 0.84 1 0.864217852988192 0.708538169959405 1.01989753601698 0.92370192518326 0.787754608585045 1.05964924178148 0.682357601715011 0.56678881938139 0.797926384048631
"44" 0.86 1 0.866159891295873 0.706233941982295 1.02608584060945 0.925589369215826 0.785933999673592 1.06524473875806 0.698206988240409 0.579485990958439 0.816927985522379
"45" 0.88 1 0.868101929603554 0.70392964361779 1.03227421558932 0.927476813248392 0.784113329296332 1.07084029720045 0.714056374765807 0.59218311028342 0.835929639248195
"46" 0.9 1 0.870043967911234 0.701625280189918 1.03846265563255 0.929364257280957 0.782292602102472 1.07643591245944 0.729905761291205 0.604880181308622 0.854931341273788
"47" 0.92 1 0.871986006218915 0.699320856499044 1.04465115593879 0.931251701313523 0.780471822283933 1.08203158034311 0.745755147816604 0.617577207597597 0.87393308803561
"48" 0.94 1 0.873928044526596 0.697016376884698 1.05083971216849 0.933139145346089 0.778650993630209 1.08762729706197 0.761604534342002 0.630274192371793 0.892934876312211
"49" 0.96 1 0.875870082834276 0.694711845279574 1.05702832038898 0.935026589378655 0.776830119575529 1.09322305918178 0.7774539208674 0.642971138550646 0.911936703184155
"50" 0.98 1 0.877812121141957 0.692407265256112 1.0632169770278 0.93691403341122 0.775009203239523 1.09881886358292 0.793303307392798 0.655668048786154 0.930938565999442
"51" 1 1 0.879754159449638 0.690102640066817 1.06940567883246 0.938801477443786 0.773188247462445 1.10441470742513 0.809152693918196 0.668364925492815 0.949940462343578
"52" 1.02 1 0.881696197757319 0.687797972679288 1.07559442283535 0.940688921476352 0.771367254835749 1.11001058811696 0.825002080443594 0.681061770873625 0.968942390013564
"53" 1.04 1 0.883638236064999 0.685493265806742 1.08178320632326 0.942576365508918 0.769546227728755 1.11560650328908 0.840851466968993 0.693758586942741 0.987944346995244
"54" 1.06 1 0.88558027437268 0.683188521934699 1.08797202681066 0.944463809541483 0.767725168311941 1.12120245077103 0.856700853494391 0.706455375545287 1.00694633144349
"55" 1.08 1 0.887522312680361 0.680883743344371 1.09416088201635 0.946351253574049 0.765904078577377 1.12679842857072 0.872550240019789 0.719152138374721 1.02594834166486
"56" 1.1 1 0.889464350988041 0.67857893213323 1.10034976984285 0.948238697606615 0.764082960356682 1.13239443485655 0.888399626545187 0.731848876988102 1.04495037610227
"57" 1.12 1 0.891406389295722 0.676274090233144 1.1065386883583 0.950126141639181 0.762261815336859 1.1379904679415 0.904249013070585 0.74454559281955 1.06395243332162
"58" 1.14 1 0.893348427603403 0.673969219426402 1.1127276357804 0.952013585671747 0.760440645074291 1.1435865262692 0.920098399595984 0.757242287192147 1.08295451199982
"59" 1.16 1 0.895290465911083 0.67166432135991 1.11891661046226 0.953901029704312 0.758619451007143 1.14918260840148 0.935947786121382 0.769938961328474 1.10195661091429
"60" 1.18 1 0.897232504218764 0.669359397557814 1.12510561087971 0.955788473736878 0.756798234466371 1.15477871300739 0.95179717264678 0.78263561635998 1.12095872893358
"61" 1.2 1 0.899174542526445 0.667054449432718 1.13129463562017 0.957675917769444 0.754976996685536 1.16037483885335 0.967646559172178 0.795332253335313 1.13996086500904
"62" 1.22 1 0.901116580834125 0.664749478295714 1.13748368337254 0.95956336180201 0.753155738809545 1.16597098479447 0.983495945697576 0.808028873227759 1.15896301816739
"63" 1.24 1 0.903058619141806 0.662444485365329 1.14367275291828 0.961450805834575 0.751334461902481 1.17156714976667 0.999345332222975 0.820725476941894 1.17796518750405
"64" 1.26 1 0.905000657449487 0.660139471775559 1.14986184312341 0.963338249867141 0.749513166954605 1.17716333277968 1.01519471874837 0.833422065319539 1.19696737217721
"65" 1.28 1 0.906942695757168 0.657834438583072 1.15605095293126 0.965225693899707 0.747691854888651 1.18275953291076 1.03104410527377 0.84611863914511 1.21596957140243
"66" 1.3 1 0.908884734064848 0.655529386773686 1.16224008135601 0.967113137932273 0.745870526565487 1.18835574929906 1.04689349179917 0.85881519915043 1.23497178444791
"67" 1.32 1 0.910826772372529 0.653224317268211 1.16842922747685 0.969000581964839 0.744049182789209 1.19395198114047 1.06274287832457 0.871511746019061 1.25397401063007
"68" 1.34 1 0.91276881068021 0.65091923092772 1.1746183904327 0.970888025997404 0.742227824311749 1.19954822768306 1.07859226484997 0.884208280390222 1.27297624930971
"69" 1.36 1 0.91471084898789 0.648614128558315 1.18080756941747 0.97277547002997 0.740406451837038 1.2051444882229 1.09444165137536 0.896904802862322 1.29197849988841
"70" 1.38 1 0.916652887295571 0.646309010915447 1.1869967636757 0.974662914062536 0.73858506602477 1.2107407621003 1.11029103790076 0.909601313996169 1.31098076180535
"71" 1.4 1 0.918594925603252 0.644003878707827 1.19318597249868 0.976550358095102 0.736763667493832 1.21633704869637 1.12614042442616 0.922297814317876 1.32998303453444
"72" 1.42 1 0.920536963910932 0.641698732600994 1.19937519522087 0.978437802127667 0.734942256825401 1.22193334742993 1.14198981095156 0.934994304321504 1.34898531758161
"73" 1.44 1 0.922479002218613 0.639393573220544 1.20556443121668 0.980325246160233 0.733120834565781 1.22752965775468 1.15783919747696 0.947690784471465 1.36798761048245
"74" 1.46 1 0.924421040526294 0.637088401155087 1.2117536798975 0.982212690192799 0.731299401228978 1.23312597915662 1.17368858400235 0.960387255204715 1.38698991279999
"75" 1.48 1 0.926363078833974 0.634783216958942 1.21794294070901 0.984100134225365 0.729477957299047 1.23872231115168 1.18953797052775 0.97308371693275 1.40599222412276
"76" 1.5 1 0.928305117141655 0.632478021154592 1.22413221312872 0.98598757825793 0.72765650323225 1.24431865328361 1.20538735705315 0.985780170043436 1.42499454406287
"77" 1.52 1 0.930247155449336 0.630172814234944 1.23032149666373 0.987875022290496 0.725835039459015 1.24991500512198 1.22123674357855 0.998476614902683 1.44399687225442
"78" 1.54 1 0.932189193757016 0.627867596665386 1.23651079084865 0.989762466323062 0.724013566385746 1.25551136626038 1.23708613010395 1.01117305185597 1.46299920835192
"79" 1.56 1 0.934131232064697 0.625562368885688 1.24270009524371 0.991649910355628 0.722192084396468 1.26110773631479 1.25293551662935 1.02386948122976 1.48200155202893
"80" 1.58 1 0.936073270372378 0.623257131311734 1.24888940943302 0.993537354388193 0.720370593854354 1.26670411492203 1.26878490315474 1.03656590333279 1.50100390297669
"81" 1.6 1 0.938015308680058 0.620951884337125 1.25507873302299 0.995424798420759 0.718549095103117 1.2723005017384 1.28463428968014 1.04926231845725 1.52000626090304
"82" 1.62 1 0.939957346987739 0.618646628334653 1.26126806564082 0.997312242453325 0.716727588468297 1.27789689643835 1.30048367620554 1.06195872687987 1.53900862553121
"83" 1.64 1 0.94189938529542 0.616341363657657 1.26745740693318 0.999199686485891 0.714906074258446 1.28349329871334 1.31633306273094 1.07465512886296 1.55801099659892
"84" 1.66 1 0.943841423603101 0.614036090641272 1.27364675656493 1.00108713051846 0.713084552766222 1.28908970827069 1.33218244925634 1.08735152465531 1.57701337385736
"85" 1.68 1 0.945783461910781 0.611730809603592 1.27983611421797 1.00297457455102 0.711263024269401 1.29468612483264 1.34803183578173 1.10004791449305 1.59601575707042
"86" 1.7 1 0.947725500218462 0.609425520846737 1.28602547959019 1.00486201858359 0.709441489031808 1.30028254813537 1.36388122230713 1.11274429860046 1.6150181460138
"87" 1.72 1 0.949667538526143 0.607120224657843 1.29221485239444 1.00674946261615 0.707619947304186 1.30587897792812 1.37973060883253 1.1254406771907 1.63402054047436
"88" 1.74 1 0.951609576833823 0.604814921309978 1.29840423235767 1.00863690664872 0.705798399324991 1.31147541397245 1.39557999535793 1.13813705046648 1.65302294024938
"89" 1.76 1 0.953551615141504 0.602509611062998 1.30459361922001 1.01052435068129 0.703976845321142 1.31707185604143 1.41142938188333 1.1508334186207 1.67202534514595
"90" 1.78 1 0.955493653449185 0.600204294164331 1.31078301273404 1.01241179471385 0.702155285508706 1.322668303919 1.42727876840873 1.16352978183705 1.6910277549804
"91" 1.8 1 0.957435691756865 0.597898970849715 1.31697241266402 1.01429923874642 0.700333720093541 1.32826475739929 1.44312815493412 1.17622614029051 1.71003016957774
"92" 1.82 1 0.959377730064546 0.595593641343878 1.32316181878521 1.01618668277898 0.698512149271891 1.33386121628607 1.45897754145952 1.18892249414793 1.72903258877112
"93" 1.84 1 0.961319768372227 0.593288305861174 1.32935123088328 1.01807412681155 0.69669057323094 1.33945768039216 1.47482692798492 1.20161884356841 1.74803501240143
"94" 1.86 1 0.963261806679907 0.590982964606175 1.33554064875364 1.01996157084411 0.694868992149333 1.3450541495389 1.49067631451032 1.21431518870384 1.7670374403168
"95" 1.88 1 0.965203844987588 0.588677617774224 1.34173007220095 1.02184901487668 0.69304740619765 1.35065062355571 1.50652570103572 1.22701152969922 1.78603987237222
"96" 1.9 1 0.967145883295269 0.586372265551947 1.34791950103859 1.02373645890925 0.691225815538864 1.35624710227963 1.52237508756111 1.23970786669308 1.80504230842915
"97" 1.92 1 0.96908792160295 0.584066908117736 1.35410893508816 1.02562390294181 0.689404220328756 1.36184358555487 1.53822447408651 1.25240419981787 1.82404474835515
"98" 1.94 1 0.97102995991063 0.581761545642196 1.36029837417906 1.02751134697438 0.687582620716305 1.36744007323245 1.55407386061191 1.26510052920024 1.84304719202359
"99" 1.96 1 0.972971998218311 0.579456178288567 1.36648781814805 1.02939879100694 0.685761016844063 1.37303656516982 1.56992324713731 1.27779685496135 1.86204963931327
"100" 1.98 1 0.974914036525992 0.577150806213118 1.37267726683887 1.03128623503951 0.68393940884849 1.37863306123053 1.58577263366271 1.29049317721722 1.8810520901082
"101" 2 1 0.976856074833672 0.574845429565512 1.37886672010183 1.03317367907207 0.682117796860281 1.38422956128387 1.60162202018811 1.30318949607895 1.90005454429726
"102" 2.02 1 0.978798113141353 0.572540048489156 1.38505617779355 1.03506112310464 0.680296181004663 1.38982606520462 1.6174714067135 1.315885811653 1.91905700177401
"103" 2.04 1 0.980740151449034 0.570234663121518 1.39124563977655 1.03694856713721 0.678474561401684 1.39542257287273 1.6333207932389 1.32858212404141 1.93805946243639
"104" 2.06 1 0.982682189756714 0.567929273594438 1.39743510591899 1.03883601116977 0.676652938166471 1.40101908417307 1.6491701797643 1.34127843334207 1.95706192618653
"105" 2.08 1 0.984624228064395 0.56562388003441 1.40362457609438 1.04072345520234 0.674831311409485 1.40661559899519 1.6650195662897 1.35397473964887 1.97606439293053
"106" 2.1 1 0.986566266372076 0.563318482562849 1.4098140501813 1.0426108992349 0.673009681236752 1.41221211723305 1.6808689528151 1.36667104305194 1.99506686257825
"107" 2.12 1 0.988508304679756 0.561013081296347 1.41600352806317 1.04449834326747 0.671188047750086 1.41780863878485 1.69671833934049 1.37936734363784 2.01406933504315
"108" 2.14 1 0.990450342987437 0.558707676346905 1.42219300962797 1.04638578730003 0.669366411047292 1.42340516355278 1.71256772586589 1.39206364148971 2.03307181024208
"109" 2.16 1 0.992392381295118 0.556402267822163 1.42838249476807 1.0482732313326 0.667544771222366 1.42900169144284 1.72841711239129 1.40475993668745 2.05207428809513
"110" 2.18 1 0.994334419602798 0.554096855825604 1.43457198337999 1.05016067536517 0.665723128365675 1.43459822236466 1.74426649891669 1.41745622930789 2.07107676852549
"111" 2.2 1 0.996276457910479 0.551791440456757 1.4407614753642 1.05204811939773 0.663901482564134 1.44019475623133 1.76011588544209 1.43015251942492 2.09007925145926
"112" 2.22 1 0.99821849621816 0.549486021811384 1.44695097062494 1.0539355634303 0.662079833901365 1.44579129295923 1.77596527196749 1.44284880710961 2.10908173682536
"113" 2.24 1 1.00016053452584 0.547180599981652 1.45314046907003 1.05582300746286 0.660258182457854 1.45138783246787 1.79181465849288 1.4555450924304 2.12808422455537
"114" 2.26 1 1.00210257283352 0.544875175056307 1.45932997061074 1.05771045149543 0.658436528311099 1.45698437467976 1.80766404501828 1.46824137545316 2.1470867145834
"115" 2.28 1 1.0040446111412 0.542569747120826 1.46551947516158 1.059597895528 0.65661487153574 1.46258091952025 1.82351343154368 1.48093765624135 2.16608920684601
"116" 2.3 1 1.00598664944888 0.540264316257566 1.4717089826402 1.06148533956056 0.654793212203699 1.46817746691742 1.83936281806908 1.4936339348561 2.18509170128206
"117" 2.32 1 1.00792868775656 0.53795888254591 1.47789849296722 1.06337278359313 0.652971550384296 1.47377401680196 1.85521220459448 1.50633021135634 2.20409419783261
"118" 2.34 1 1.00987072606424 0.535653446062396 1.48408800606609 1.06526022762569 0.651149886144367 1.47937056910702 1.87106159111987 1.5190264857989 2.22309669644085
"119" 2.36 1 1.01181276437192 0.533348006880843 1.49027752186301 1.06714767165826 0.649328219548374 1.48496712376814 1.88691097764527 1.53172275823857 2.24209919705198
"120" 2.38 1 1.01375480267961 0.531042565072473 1.49646704028674 1.06903511569082 0.647506550658513 1.49056368072313 1.90276036417067 1.54441902872822 2.26110169961312
"121" 2.4 1 1.01569684098729 0.528737120706023 1.50265656126855 1.07092255972339 0.645684879534808 1.49616023991197 1.91860975069607 1.55711529731888 2.28010420407326
"122" 2.42 1 1.01763887929497 0.526431673847852 1.50884608474208 1.07281000375596 0.643863206235207 1.5017568012767 1.93445913722147 1.56981156405981 2.29910671038313
"123" 2.44 1 1.01958091760265 0.524126224562043 1.51503561064325 1.07469744778852 0.642041530815672 1.50735336476137 1.95030852374687 1.58250782899858 2.31810921849515
"124" 2.46 1 1.02152295591033 0.521820772910503 1.52122513891015 1.07658489182109 0.640219853330261 1.51294993031191 1.96615791027226 1.59520409218116 2.33711172836337
"125" 2.48 1 1.02346499421801 0.519515318953049 1.52741466948297 1.07847233585365 0.638398173831209 1.5185464978761 1.98200729679766 1.60790035365194 2.35611423994339
"126" 2.5 1 1.02540703252569 0.517209862747499 1.53360420230388 1.08035977988622 0.636576492369008 1.52414306740343 1.99785668332306 1.62059661345384 2.37511675319228
"127" 2.52 1 1.02734907083337 0.514904404349755 1.53979373731699 1.08224722391878 0.634754808992472 1.5297396388451 2.01370606984846 1.63329287162837 2.39411926806854
"128" 2.54 1 1.02929110914105 0.512598943813879 1.54598327446822 1.08413466795135 0.632933123748812 1.53533621215389 2.02955545637386 1.64598912821567 2.41312178453205
"129" 2.56 1 1.03123314744873 0.510293481192172 1.55217281370529 1.08602211198392 0.631111436683701 1.54093278728413 2.04540484289925 1.65868538325454 2.43212430254397
"130" 2.58 1 1.03317518575641 0.507988016535242 1.55836235497758 1.08790955601648 0.62928974784133 1.54652936419163 2.06125422942465 1.67138163678256 2.45112682206674
"131" 2.6 1 1.03511722406409 0.505682549892072 1.56455189823611 1.08979700004905 0.627468057264475 1.55212594283362 2.07710361595005 1.68407788883611 2.470129343064
"132" 2.62 1 1.03705926237177 0.503377081310088 1.57074144343346 1.09168444408161 0.62564636499455 1.55772252316868 2.09295300247545 1.69677413945037 2.48913186550053
"133" 2.64 1 1.03900130067945 0.501071610835216 1.57693099052369 1.09357188811418 0.62382467107166 1.5633191051567 2.10880238900085 1.70947038865945 2.50813438934225
"134" 2.66 1 1.04094333898713 0.498766138511944 1.58312053946233 1.09545933214674 0.622002975534654 1.56891568875884 2.12465177552625 1.72216663649637 2.52713691455613
"135" 2.68 1 1.04288537729482 0.496460664383376 1.58931009020625 1.09734677617931 0.620181278421174 1.57451227393745 2.14050116205164 1.73486288299312 2.54613944111016
"136" 2.7 1 1.0448274156025 0.494155188491287 1.59549964271371 1.09923422021188 0.618359579767697 1.58010886065605 2.15635054857704 1.74755912818073 2.56514196897335
"137" 2.72 1 1.04676945391018 0.491849710876172 1.60168919694418 1.10112166424444 0.616537879609589 1.58570544887929 2.17219993510244 1.76025537208925 2.58414449811563
"138" 2.74 1 1.04871149221786 0.489544231577297 1.60787875285842 1.10300910827701 0.614716177981136 1.59130203857288 2.18804932162784 1.77295161474783 2.60314702850785
"139" 2.76 1 1.05065353052554 0.487238750632741 1.61406831041834 1.10489655230957 0.612894474915593 1.59689862970355 2.20389870815324 1.78564785618474 2.62214956012173
"140" 2.78 1 1.05259556883322 0.484933268079447 1.62025786958699 1.10678399634214 0.611072770445218 1.60249522223906 2.21974809467863 1.79834409642741 2.64115209292986
"141" 2.8 1 1.0545376071409 0.482627783953259 1.62644743032854 1.10867144037471 0.609251064601313 1.6080918161481 2.23559748120403 1.81104033550243 2.66015462690563
"142" 2.82 1 1.05647964544858 0.480322298288963 1.6326369926082 1.11055888440727 0.607429357414255 1.61368841140029 2.25144686772943 1.82373657343564 2.67915716202322
"143" 2.84 1 1.05842168375626 0.478016811120328 1.63882655639219 1.11244632843984 0.605607648913533 1.61928500796614 2.26729625425483 1.83643281025211 2.69815969825755
"144" 2.86 1 1.06036372206394 0.47571132248014 1.64501612164774 1.1143337724724 0.603785939127778 1.62488160581703 2.28314564078023 1.84912904597617 2.71716223558429
"145" 2.88 1 1.06230576037162 0.473405832400243 1.651205688343 1.11622121650497 0.601964228084795 1.63047820492514 2.29899502730563 1.86182528063146 2.73616477397979
"146" 2.9 1 1.0642477986793 0.471100340911564 1.65739525644704 1.11810866053753 0.600142515811593 1.63607480526347 2.31484441383102 1.87452151424094 2.7551673134211
"147" 2.92 1 1.06618983698698 0.468794848044153 1.66358482592981 1.1199961045701 0.598320802334414 1.64167140680578 2.33069380035642 1.88721774682692 2.77416985388592
"148" 2.94 1 1.06813187529466 0.466489353827212 1.66977439676212 1.12188354860267 0.596499087678758 1.64726800952657 2.34654318688182 1.89991397841108 2.79317239535256
"149" 2.96 1 1.07007391360235 0.464183858289123 1.67596396891557 1.12377099263523 0.594677371869408 1.65286461340105 2.36239257340722 1.91261020901449 2.81217493779995
"150" 2.98 1 1.07201595191003 0.461878361457478 1.68215354236257 1.1256584366678 0.59285565493046 1.65846121840513 2.37824195993262 1.92530643865762 2.83117748120762
"151" 3 1 1.07395799021771 0.459572863359105 1.68834311707631 1.12754588070036 0.591033936885342 1.66405782451538 2.39409134645801 1.93800266736039 2.85018002555563
"152" 3.02 1 1.07590002852539 0.457267364020097 1.69453269303068 1.12943332473293 0.589212217756839 1.66965443170902 2.40994073298341 1.95069889514219 2.86918257082464
"153" 3.04 1 1.07784206683307 0.454961863465833 1.7007222702003 1.13132076876549 0.587390497567114 1.67525103996387 2.42579011950881 1.96339512202183 2.88818511699579
"154" 3.06 1 1.07978410514075 0.452656361721008 1.70691184856049 1.13320821279806 0.585568776337731 1.68084764925839 2.44163950603421 1.97609134801767 2.90718766405075
"155" 3.08 1 1.08172614344843 0.450350858809649 1.71310142808721 1.13509565683063 0.583747054089671 1.68644425957158 2.45748889255961 1.98878757314753 2.92619021197169
"156" 3.1 1 1.08366818175611 0.448045354755142 1.71929100875708 1.13698310086319 0.581925330843358 1.69204087088303 2.47333827908501 2.00148379742877 2.94519276074124
"157" 3.12 1 1.08561022006379 0.445739849580252 1.72548059054733 1.13887054489576 0.58010360661867 1.69763748317284 2.4891876656104 2.0141800208783 2.96419531034251
"158" 3.14 1 1.08755225837147 0.443434343307144 1.7316701734358 1.14075798892832 0.578281881434963 1.70323409642168 2.5050370521358 2.02687624351256 2.98319786075904
"159" 3.16 1 1.08949429667915 0.441128835957402 1.7378597574009 1.14264543296089 0.576460155311085 1.70883071061069 2.5208864386612 2.03957246534759 3.00220041197481
"160" 3.18 1 1.09143633498683 0.438823327552047 1.74404934242162 1.14453287699345 0.574638428265393 1.71442732572152 2.5367358251866 2.05226868639898 3.02120296397422
"161" 3.2 1 1.09337837329451 0.436517818111559 1.75023892847747 1.14642032102602 0.572816700315769 1.72002394173627 2.552585211712 2.06496490668194 3.04020551674206
"162" 3.22 1 1.09532041160219 0.434212307655888 1.7564285155485 1.14830776505859 0.570994971479638 1.72562055863753 2.56843459823739 2.07766112621128 3.05920807026351
"163" 3.24 1 1.09726244990988 0.431906796204476 1.76261810361527 1.15019520909115 0.569173241773977 1.73121717640833 2.58428398476279 2.09035734500143 3.07821062452416
"164" 3.26 1 1.09920448821756 0.429601283776274 1.76880769265884 1.15208265312372 0.567351511215332 1.7368137950321 2.60013337128819 2.10305356306646 3.09721317950992
"165" 3.28 1 1.10114652652524 0.427295770389752 1.77499728266072 1.15397009715628 0.565529779819835 1.74241041449273 2.61598275781359 2.11574978042008 3.1162157352071
"166" 3.3 1 1.10308856483292 0.42499025606292 1.78118687360291 1.15585754118885 0.56370804760321 1.74800703477449 2.63183214433899 2.12844599707567 3.13521829160231
"167" 3.32 1 1.1050306031406 0.422684740813336 1.78737646546786 1.15774498522142 0.561886314580794 1.75360365586204 2.64768153086439 2.14114221304625 3.15422084868253
"168" 3.34 1 1.10697264144828 0.420379224658127 1.79356605823843 1.15963242925398 0.56006458076754 1.75920027774042 2.66353091738978 2.15383842834453 3.17322340643503
